time,open,high,low,close,volume
2025-09-01T12:42:00.000Z,1440350,1440450,1439600,1439750,4353
2025-09-01T12:43:00.000Z,1439750,1440150,1439650,1440050,2187
2025-09-01T12:44:00.000Z,1440050,1440750,1439950,1440400,2919
2025-09-01T12:45:00.000Z,1440450,1441200,1440350,1441150,5331
2025-09-01T12:46:00.000Z,1441150,1441500,1440650,1441150,6780
2025-09-01T12:47:00.000Z,1441150,1441350,1440900,1441100,2047
2025-09-01T12:48:00.000Z,1441050,1441400,1440750,1440950,2584
2025-09-01T12:49:00.000Z,1440950,1441400,1440950,1441250,2147
2025-09-01T12:50:00.000Z,1441250,1441750,1441100,1441250,4040
2025-09-01T12:51:00.000Z,1441300,1441450,1441200,1441400,1448
2025-09-01T12:52:00.000Z,1441400,1441700,1441150,1441350,2040
2025-09-01T12:53:00.000Z,1441350,1441800,1441250,1441550,2496
2025-09-01T12:54:00.000Z,1441550,1441950,1441350,1441750,2948
2025-09-01T12:55:00.000Z,1441800,1442500,1441550,1442400,6827
2025-09-01T12:56:00.000Z,1442450,1442450,1441900,1442100,3857
2025-09-01T12:57:00.000Z,1442100,1442350,1441850,1442000,2153
2025-09-01T12:58:00.000Z,1442050,1442200,1441500,1441800,3355
2025-09-01T12:59:00.000Z,1441800,1442200,1441750,1442100,1505
2025-09-01T13:00:00.000Z,1442100,1442400,1440800,1440850,8319
2025-09-01T13:01:00.000Z,1440900,1441550,1440800,1441250,4593
2025-09-01T13:02:00.000Z,1441250,1441550,1440950,1441250,2075
2025-09-01T13:03:00.000Z,1441200,1441400,1440650,1441000,4382
2025-09-01T13:04:00.000Z,1441000,1441300,1440600,1441250,2838
2025-09-01T13:05:00.000Z,1441300,1441300,1440650,1441300,3145
2025-09-01T13:06:00.000Z,1441300,1441700,1441050,1441250,3586
2025-09-01T13:07:00.000Z,1441250,1441500,1440900,1441200,2112
2025-09-01T13:08:00.000Z,1441200,1441300,1440900,1441050,1617
2025-09-01T13:09:00.000Z,1441100,1441450,1440700,1440950,3085
2025-09-01T13:10:00.000Z,1440950,1441600,1440500,1441500,5568
2025-09-01T13:11:00.000Z,1441500,1441600,1440700,1441500,3616
2025-09-01T13:12:00.000Z,1441500,1441900,1440850,1441200,4773
2025-09-01T13:13:00.000Z,1441250,1441750,1441100,1441300,2343
2025-09-01T13:14:00.000Z,1441350,1442400,1441150,1441950,6017
2025-09-01T13:15:00.000Z,1441950,1442050,1440900,1441800,6438
2025-09-01T13:16:00.000Z,1441800,1442250,1440750,1440850,5834
2025-09-01T13:17:00.000Z,1440800,1441150,1439800,1439850,9758
2025-09-01T13:18:00.000Z,1439900,1440200,1439300,1440100,7426
2025-09-01T13:19:00.000Z,1440100,1440100,1437900,1438300,12447
2025-09-01T13:20:00.000Z,1438350,1439050,1437900,1438600,7670
2025-09-01T13:21:00.000Z,1438600,1439200,1438400,1438450,5097
2025-09-01T13:22:00.000Z,1438450,1438550,1437600,1438400,7071
2025-09-01T13:23:00.000Z,1438400,1438750,1437850,1438500,4104
2025-09-01T13:24:00.000Z,1438500,1439550,1438150,1439100,5716
2025-09-01T13:25:00.000Z,1439100,1439900,1438900,1439800,6109
2025-09-01T13:26:00.000Z,1439800,1440300,1439350,1439700,6435
2025-09-01T13:27:00.000Z,1439750,1440100,1439250,1440000,3389
2025-09-01T13:28:00.000Z,1440000,1440600,1439900,1440500,5107
2025-09-01T13:29:00.000Z,1440450,1441100,1440300,1440400,5834
2025-09-01T13:30:00.000Z,1440400,1440400,1438150,1439000,11989
2025-09-01T13:31:00.000Z,1439000,1440150,1438800,1440050,5903
2025-09-01T13:32:00.000Z,1440000,1440650,1439250,1439350,6738
2025-09-01T13:33:00.000Z,1439400,1439850,1438550,1438600,4106
2025-09-01T13:34:00.000Z,1438600,1439750,1438200,1439400,6179
2025-09-01T13:35:00.000Z,1439400,1439550,1438800,1438950,3443
2025-09-01T13:36:00.000Z,1438950,1439350,1437900,1438950,6145
2025-09-01T13:37:00.000Z,1438950,1439250,1438650,1439050,2364
2025-09-01T13:38:00.000Z,1439050,1439700,1438950,1439350,2572
2025-09-01T13:39:00.000Z,1439350,1440100,1439200,1439850,3644
2025-09-01T13:40:00.000Z,1439800,1440350,1439500,1439650,3787
2025-09-01T13:41:00.000Z,1439650,1440100,1439000,1439050,3874
2025-09-01T13:42:00.000Z,1439000,1439550,1438800,1439500,2615
2025-09-01T13:43:00.000Z,1439450,1440300,1439450,1439800,3645
2025-09-01T13:44:00.000Z,1439800,1439850,1438900,1439500,3002
2025-09-01T13:45:00.000Z,1439500,1439800,1439300,1439450,1840
2025-09-01T13:46:00.000Z,1439450,1439900,1439150,1439500,2180
2025-09-01T13:47:00.000Z,1439450,1439550,1438650,1438800,3330
2025-09-01T13:48:00.000Z,1438750,1439200,1438600,1439050,2471
2025-09-01T13:49:00.000Z,1439050,1439250,1438550,1438850,1932
2025-09-01T13:50:00.000Z,1438900,1439850,1438750,1439400,3658
2025-09-01T13:51:00.000Z,1439400,1440050,1439300,1439900,2440
2025-09-01T13:52:00.000Z,1439900,1440000,1439200,1439250,2136
2025-09-01T13:53:00.000Z,1439200,1440350,1439200,1440300,2756
2025-09-01T13:54:00.000Z,1440300,1440350,1439600,1439650,2654
2025-09-01T13:55:00.000Z,1439700,1439750,1439200,1439550,2389
2025-09-01T13:56:00.000Z,1439600,1440000,1439250,1439800,1832
2025-09-01T13:57:00.000Z,1439850,1439950,1439600,1439900,926
2025-09-01T13:58:00.000Z,1439850,1439950,1439050,1439250,2074
2025-09-01T13:59:00.000Z,1439250,1439600,1439000,1439600,1688
2025-09-01T14:00:00.000Z,1439550,1439600,1438750,1438900,2895
2025-09-01T14:01:00.000Z,1438850,1439550,1438850,1439350,2066
2025-09-01T14:02:00.000Z,1439350,1439750,1439250,1439400,1900
2025-09-01T14:03:00.000Z,1439350,1439550,1438750,1439450,3286
2025-09-01T14:04:00.000Z,1439450,1440200,1439400,1439950,3893
2025-09-01T14:05:00.000Z,1439900,1439950,1439000,1439300,3293
2025-09-01T14:06:00.000Z,1439300,1439700,1439200,1439300,1352
2025-09-01T14:07:00.000Z,1439350,1439500,1439150,1439350,1161
2025-09-01T14:08:00.000Z,1439350,1439550,1439150,1439400,903
2025-09-01T14:09:00.000Z,1439400,1439400,1438900,1439250,1866
2025-09-01T14:10:00.000Z,1439300,1439750,1439150,1439500,1880
2025-09-01T14:11:00.000Z,1439500,1439800,1439500,1439650,1326
2025-09-01T14:12:00.000Z,1439700,1440500,1439650,1440350,3811
2025-09-01T14:13:00.000Z,1440400,1440450,1438550,1439000,7396
2025-09-01T14:14:00.000Z,1438950,1439550,1438750,1439450,3221
2025-09-01T14:15:00.000Z,1439400,1439500,1438950,1439200,1875
2025-09-01T14:16:00.000Z,1439200,1439250,1438750,1439250,1708
2025-09-01T14:17:00.000Z,1439250,1439350,1438950,1439100,1296
2025-09-01T14:18:00.000Z,1439150,1439650,1439000,1439450,1362
2025-09-01T14:19:00.000Z,1439450,1439950,1439300,1439850,2100
2025-09-01T14:20:00.000Z,1439850,1440050,1439600,1439800,2048
2025-09-01T14:21:00.000Z,1439750,1440000,1439500,1439700,1691
2025-09-01T14:22:00.000Z,1439650,1439950,1439600,1439800,928
